名称,拼音,英文名,拉丁名,类别,来源,产地,性状,品质,性味,功效
蛤壳,Geqiao,Clam Shell,Meretricis Concha Cyclinae Concha,动物类,帘蛤科动物文蛤Meretrix meretrix Linnaeus或青蛤Cyclina sinensis Gmelin的贝壳。夏、秋二季捕捞，去肉，洗净，晒干。,主产于海南、江苏、福建、广东等地。,文蛤：扇形或类圆形，背缘略呈三角形，腹缘呈圆弧形，长3~10cm，高2~8cm。壳顶突出，位于背面，稍靠前方。壳外面光滑，黄褐色，同心生长纹清晰，通常在背部有锯齿状或波纹状褐色花纹。壳内面白色，边缘无齿纹，前后壳缘有时略带紫色，铰合部较宽，右壳有主齿3个及前侧齿2个；左壳有主齿3个及前侧齿1个。质坚硬，断面有层纹。无臭，味淡。青蛤：类圆形，壳顶突出，位于背侧近中部。壳外面淡黄色或棕红色，同心生长纹凸出壳面略呈环肋状。壳内面白色或淡红色，边缘常带紫色并有整齐的小齿纹，铰合部左右两壳均具主齿3个，无侧齿。,以腹缘圆弧形、质坚硬者为佳。,苦、咸，寒。,清热化痰，软坚散结，制酸止痛。用于痰火咳嗽，胸胁疼痛，痰中带血，瘰疠瘿瘤，胃痛吞酸；外治湿疹，烫伤。
龟甲,Guijia,Tortose's Carapae and Plastron,Testudinis Carapax et Plastrum,动物类,龟科动物乌龟Chinemys reevesii (Gray) 的背甲及腹甲。全年均可捕捉，以秋、冬二季为多，捕捉后杀死，剥取背甲及腹甲，除去残肉，称为“血板”。或用沸水烫死，剥取背甲及腹甲，除去残肉，晒干者，称为“烫板”。,主产于安徽、浙江、湖北、湖南等地。,该品背甲及腹甲由甲桥相连，背甲稍长于腹甲，与腹甲常分离。背甲呈长椭圆形拱状，长7.5~22cm，宽6~18cm；外表面棕褐色或黑褐色，脊棱3条；颈盾1 块，前窄后宽；椎盾5 块，第1椎盾长大于宽或近相等，第2~4椎盾宽大于长；肋盾两侧对称，各4块，缘盾每侧11块，臀盾2块。腹甲呈板片状，近长方椭圆形，长6.4~21cm，宽5.5~17cm；外表面淡黄棕色至棕黑色，盾片12块，每块常具紫褐色放射状纹理，腹盾、胸盾和股盾中缝均长，喉盾、肛盾次之，肱盾中缝最短；内表面黄白色至灰白色，有的略带血迹或残肉，除净后可见骨板9 块，呈锯齿状嵌接；前端钝圆或平截，后端具三角形缺刻，两侧残存呈翼状向斜上方弯曲的甲桥。质坚硬。气微腥，味微咸。,以块大、无残肉、板有血迹者为佳。,咸、甘，微寒。,滋阴潜阳，益肾强骨，养血补心。用于阴虚潮热，骨蒸盗汗，头晕目眩虚风内动，筋骨痿软，心虚健忘。
海马,Haima,Kellogg’s Seahorse,Hippocampus,动物类,海龙科动物线纹海马Hippocampus kelloggi Jordan et Snyder、刺海马Hippocampus histrix Kaup 、大海马Hippocampus kuda Bleeker 、三斑海马Hippocampus trimaculatus Leach 或小海马 (海蛆) Hippocampus japonicus Kaup的干燥体。夏、秋二季捕捞，洗净，晒干；或除去皮膜及内脏，晒干。,主产于广东、福建以及台湾沿海地区。,线纹海马：呈扁长形而弯曲，体长约30cm。表面黄白色。头略似马头，有冠状突起，具管状长吻，口小，无牙，两眼深陷。躯干部七棱形，尾部四棱形，渐细卷曲，体上有瓦楞形的节纹并具短棘。体轻，骨质，坚硬。气微腥，味微咸。刺海马：体长15~20cm。头部及体上环节间的棘细而尖。大海马：体长20~30cm。黑褐色。三斑海马：体侧背部第1、4、7节的短棘基部各有1黑斑。小海马 (海蛆) ：体形小，长7~10cm。黑褐色。节纹及短棘均较细小。,以体大、坚实、头尾齐全者为佳。,甘，温。,温肾壮阳，散结消肿。用于阳痿，遗尿，肾虚作喘，症瘕积聚，跌扑损伤；外治痈肿疔疮。
海螵蛸,Haipiaoxiao,CuttleboneSepium,Sepiae Endoconcha,动物类,乌贼科动物无针乌贼Sepiella maindroni de Rochebrune 或金乌贼Sepia esculenta Hoyle的干燥内壳。收集乌贼鱼的骨状内壳，洗净，干燥。,主产于山东沿海地区。,无针乌贼：呈扁长椭圆形，中间厚，边缘薄，长9~14cm，宽2.5~3.5cm，厚约1.3cm。背面有磁白色脊状隆起，两侧略显微红色，有不甚明显的细小疣点；腹面白色，自尾端到中部有细密波状横层纹；角质缘半透明，尾部较宽平，无骨针。体轻，质松，易折断，断面粉质，显疏松层纹。气微腥，味微咸。金乌贼：长13~23cm，宽约至6.5cm。背面疣点明显，略呈层状排列；腹面的细密波状横层纹占全体大部分，中间有纵向浅槽；尾部角质缘渐宽，向腹面翘起，末端有1骨针，多已断落。,以洁净色白者为佳。,咸、涩，温。,收敛止血，涩精止带，制酸，敛疮。用于胃痛吞酸，吐血衄血，崩漏便血，遗精滑精，赤白带下；溃疡病。外治损伤出血，疮多脓汁。
僵蚕,Jiangcan,Stiff Silkworm,Bombyx Batryticatus,动物类,蚕蛾科昆虫家蚕Bombyx mori L. 4~5龄的幼虫感染 (或人工接种) 白僵菌Beauveria bassiana (Bals.) Vuill.而致死的干燥虫体。多于春、秋季生产，将感染白僵菌病死的蚕干燥。,主产广东、江苏、浙江、四川等地。,本品略呈圆柱形，多弯曲皱缩。长2~5cm，直径0.5~0.7cm。表面灰黄色，被有白色粉霜状的气生菌丝和分生孢子。头部较圆，足8对，体节明显，尾部略呈二分歧状。质硬而脆，易折断，断面平坦，外层白色，中间有亮棕色或亮黑色的丝腺环4个。气微腥。味微咸。,以质硬、色白、条粗者为佳。,咸、辛，平。,祛风定惊，化痰散结。用于惊风抽搐，咽喉肿痛，颌下淋巴结炎，面神经麻痹，皮肤瘙痒。
鸡内金,Jineijin,Chicken's Gizzard-membrane,Galli Gigerii Endothelium Coreneum,动物类,雉科动物家鸡Gallus gallus domesticus Brisson的干燥砂囊内壁。杀鸡后，取出鸡肫，立即取下内壁，洗净，晒干。,全国各地均产。,本品为不规则卷片，厚约2mm。表面黄色、黄绿色或黄褐色，薄而半透明，具明显的条状皱纹。质脆，易碎，断面角质样，有光泽。气微腥，味微苦。,以完整少破碎、黄色者为佳。,甘，平。,健胃消食，涩精止遗。用于食积不消，呕吐泻痢，小儿疳积，遗尿，遗精。
羚羊角,Lingyangjiao,Antelope Hom,Saigae Tataricae Cornu,动物类,牛科动物赛加羚羊Saiga tatarica Linnaeus 的角。猎取后锯取其角，晒干。,主产于新疆、西藏、青海、内蒙古等地。,本品呈长圆锥形，略呈弓形弯曲，长15~33cm，类白色或黄白色，基部稍呈青灰色。嫩枝对光透视有“血丝”或紫黑色斑纹，光润如玉，无裂纹，老枝则有细纵裂纹。除尖端部分外，有10~16个隆起环脊，间距约2cm，用手握之，四指正好嵌入凹处。角的基部横截面圆形，直径3~4cm，内有坚硬质重的“骨塞”，骨塞长约占全角的1/2或1/3，表面有突起的纵棱与其外面角鞘内的凹沟紧密嵌合，从横断面观，其结合部呈锯齿状。除去“骨塞”后，角的下半段成空洞，全角呈半透明，对光透视，上半段中央有一条隐约可辨的细孔道直通角尖。质坚硬。气无，味淡。羚羊角镑片：横片为类圆形薄片。类白色或黄白色，半透明，外表可见纹丝，微呈波状，中央可见空洞。质坚韧，不易拉断。气微，味淡。羚羊角纵片：为纵向条状薄片，类白色或黄白色，表面光滑，半透明，有光泽。气微，味淡。,以质嫩、色白、光润、内涵红色斑纹且无裂纹者佳。,咸，寒。,平肝息风，清肝明目，散血解毒。用于高热惊痫，神昏痉厥，子痫抽搐，癫痫发狂，头痛眩晕，目赤翳障，温毒发斑，痈肿疮毒。
鹿茸,Lurong,Hairy Antler Pilose Antler,Cervi Cornu Pantotrichum,动物类,鹿科动物梅花鹿Cervus nippon Temminck或马鹿Cervus elaphus Linnaeus 的雄鹿未骨化密生茸毛的幼角。前者习称“花鹿茸”，后者习称“马鹿茸”。夏、秋二季锯取鹿茸，经加工后，阴干或烘干。,主产于吉林、辽宁、河北等地。,花鹿茸：呈圆柱状分枝，具一个分枝者习称“二杠”，主枝习称“大挺”，长17~20cm，锯口直径4~5cm，离锯口约1cm处分出侧枝，习称“门庄”，长9~15cm，直径较大挺略细。外皮红棕色或棕色，多光润，表面密生红黄色或棕黄色细茸毛，上端较密，下端较疏；分岔间具1条灰黑色筋脉，皮茸紧贴。锯口黄白色，外围无骨质，中部密布细孔。体轻。气微腥，味微咸。具二个分枝者，习称“三岔”，大挺长23~33cm，直径较二杠细，略呈弓形，微扁，枝端略尖，下部多有纵棱筋及突起疙瘩；皮红黄色，茸毛较稀而粗。二茬茸与头茬茸相似，但挺长而不圆或下粗上细，下部有纵棱筋。皮灰黄色，茸毛较粗糙，锯口外围多已骨化。体较重。无腥气。马鹿茸：较花鹿茸粗大，分枝较多，侧枝一个者习称“单门”，二个者习称“连花”，三个者习称“三岔”，四个者习称“四岔”或更多。按产地分为“东马鹿茸”和“西马鹿茸”。东马鹿茸：“单门”大挺长25~27cm，直径约3cm。外皮灰黑色，茸毛灰褐色或灰黄色，锯口面外皮较厚，灰黑色，中部密布细孔，质嫩；“莲花”大挺长可达33cm，下部有棱筋，锯口面蜂窝状小孔稍大；“三岔”皮色深，质较老；“四岔”茸毛粗而稀，大挺下部具棱筋及疙瘩，分枝顶端多无毛，习称“捻头”。西马鹿茸：大挺多不圆，顶端圆扁不一，长30~100cm。表面有棱，多抽缩干瘪，分枝较长且弯曲，茸毛粗长，灰色或黑灰色。锯口色较深，常见骨质。气腥臭，味咸。饮片多呈红黄色或者红棕色。,以粗壮、挺圆、顶端丰满、毛细柔软、色红黄、皮色红棕、有油润光泽者为佳。,甘、咸，温。,壮肾阳，益精血，强筋骨，调冲任，托疮毒。用于阳痿滑精，宫冷不孕，羸瘦，神疲，畏寒，眩晕耳鸣耳聋，腰脊冷痛，筋骨痿软，崩漏带下，阴疽不敛。
牡蛎,Muli,Common Oyster Shell,Ostreae Concha,动物类,牡蛎科动物长牡蛎Ostrea gigas Thunberg、大连湾牡蛎Ostrea talienwhanensis Crosse 或近江牡蛎Ostrea rivularis Gould的贝壳。全年均可采收，去肉，洗净，晒干。,主产于福建、山东、辽宁、广东沿海。,长牡蛎：呈长片状，背腹缘几平行，长10~50cm，高4~15cm。右壳较小，鳞片坚厚，层状或层纹状排列。壳外面平坦或具数个凹陷，淡紫色、灰白色或黄褐色；内面瓷白色，壳顶二侧无小齿。左壳凹陷深，鳞片较右壳粗大，壳顶附着面小。质硬，断面层状，洁白。无臭，味微咸。大连湾牡蛎：呈类三角形，背腹缘呈八字形。右壳外面淡黄色，具疏松的同心鳞片，鳞片起伏成波浪状，内面白色。左壳同心鳞片坚厚，自壳顶部放射肋数个，明显，内面凹下呈盒状，铰合面小。近江牡蛎：呈圆形、卵圆形或三角形等。右壳外面稍不平，有灰、紫、棕、黄等色，环生同心鳞片，幼体者鳞片薄而脆，多年生长后鳞片层层相叠，内面白色，边缘有的淡紫色。,以质坚、内面光洁、色白者为佳。,咸，微寒。,重镇安神，潜阳补阴，软坚散结。用于惊悸失眠，眩晕耳鸣，瘰疬痰核，症瘕痞块。煅牡蛎收敛固涩。用于自汗盗汗，遗精崩带，胃痛吞酸。
牛黄,Niuhuang,Bezoar,Bovis Calculus,动物类,牛科动物牛Bos Taurus domesticus Gmelin的干燥胆结石。宰牛时如发现有牛黄，则滤去胆汁，将牛黄取出，除去外部薄膜，阴干。,主产于北京、天津、甘肃、内蒙古等地。,该品多呈卵形、类球形、三角形或四方形等，大小不一，直径0.6~3(4.5)cm，少数呈管状或碎片。表面黄红色至棕黄色，有的表面挂有一层黑色光亮的薄膜，有的粗糙，具疣状突起，有的具龟裂纹。体轻，质酥脆，易分层剥落，断面金黄色，可见细密的同心层纹，有的夹有白心。气清香，味苦而后甘，有清凉感，嚼之易碎，不粘牙。,以完整松脆、棕黄色、断面层纹清晰细腻者为佳。,甘，凉。,清心，豁痰，开窍，凉肝，息风，解毒。用于热病神昏，中风痰迷，惊痫抽搐，癫痫发狂，咽喉肿痛，口舌生疮，痈肿疔疮。
蕲蛇,Qishe,Long-nosed Pit Viper,Agkistrodon,动物类,蝰科动物五步蛇Agkisrodon acutus (Guenther) 的干燥体。多于夏、秋二季捕捉，剖开蛇腹，除去内脏，洗净，用竹片撑开腹部，盘成圆盘状，干燥后拆除竹片。,主产于江西、福建、浙江、湖南等地。,本品卷呈圆盘状，盘经17~34cm，体长可达2m。头在中间稍向上，呈三角形而扁平，吻端向上。上腭有管状毒牙，中空尖锐。背部两侧各有黑褐色与浅棕色组成的“V”形斑纹17~25个，其“V”形的两上端在背中线上相接，有的左右不相接，呈交错排列。腹部撑开或不撑开，灰白色，鳞片较大，有黑色类圆形的斑点；腹内壁黄白色，脊椎骨的棘突较高，呈刀片状上突，前后椎体下突基本同形，多为弯刀状，向后倾斜，尖端明显超过椎体后隆面。尾部骤细，末端有三角形深灰色的角质鳞片1枚。气腥，味微咸。,以条大、头尾齐全、花纹斑块明显、内壁洁净者为佳。,甘、咸，温。,祛风，通络，止痉。用于风湿顽痹，麻木拘挛，中风口眼歪斜，半身不遂，抽搐痉挛，破伤风，麻风疥癣。
全蝎,Quanxie,Scorpion,Scorpio,动物类,钳蝎科动物东亚钳蝎Buthus martensii Karsch 的干燥体。春末至秋初捕捉，除去泥沙，置沸水或沸盐水中，煮至全身僵硬，捞出，置通风处，阴干。,主产河南、山东等地。,该品头胸部与前腹部呈扁平长椭圆形，后腹部呈尾状，皱缩弯曲，完整者体长约6cm。头胸部呈绿褐色，前面有1对短小的螯肢及1对较长大的钳状脚须，形似蟹螯，背面覆有梯形背甲，腹面有足4对，均为7节，末端各具2爪钩；前腹部由 7节组成，第七节色深，背甲上有5 条隆脊线。背面绿褐色，后腹部棕黄色，6节，节上均有纵沟，末节有锐钩状毒刺，毒刺下方无距。气微腥，味咸。,以体大、肥壮、尾全、不破碎、腹中杂物少者为佳。,辛，平，有毒。,息风镇痉，攻毒散结，通络止痛。用于小儿惊风，抽搐痉挛，中风口歪，半身不遂，破伤风，风湿顽痹，偏正头痛，疮疡，瘰疬。
桑螵蛸,Sangpiaoxiao,Mantis Egg-case,Mantidis Ootheca,动物类,螳螂科昆虫大刀螂Tenodera sinensis Saussure、小刀螂Statilia maculata (Thunberg) 或巨斧螳螂Hierodula patellifera (Serville) 的干燥卵鞘。以上三种分别习称“团螵蛸”、“长螵蛸”及“黑螵蛸”。深秋至次春采收，除去杂质，蒸至虫卵死后，干燥。,全国大部分地区均产。,团螵蛸：略呈圆柱形或半圆形，由多层膜状薄片叠成，长2.5~4cm，宽2~3cm。表面浅黄褐色，上面带状隆起不明显，底面平坦或有凹沟。体轻，质松而韧，横断面可见外层为海绵状，内层为许多放射状排列的小室，室内各有一细小椭圆形卵，深棕色，有光泽。气微腥，味淡或微咸。长螵蛸：略呈长条形，一端较细，长2.5~5cm，宽1~1.5cm。表面灰黄色，上面带状隆起明显，带的两侧各有一条暗棕色浅沟及斜向纹理。质硬而脆。黑螵蛸：略呈平行四边形，长2~4cm，宽1.5~2cm。表面灰褐色，上面带状隆起明显，两侧有斜向纹理，近尾端微向上翘。质硬而韧。,以完整、色黄、体轻带韧性、卵未孵出者为佳。,甘、咸，平。,益肾固精，缩尿，止浊。用于遗精滑精，遗尿尿频，小便白浊。
